A.J. Finn,"Anna Fox lives alone—a recluse in her New York City home, unable to venture outside. She spends her day drinking wine (maybe too much), watching old movies, recalling happier times . . . and spying on her neighbors.Then the Russells move into the house across the way: a father, a mother, their teenage son. The perfect family. But when Anna, gazing out her window one night, sees something she shouldn’t, her world begins to crumble—and its shocking secrets are laid bare.What is real? What is imagined? Who is in danger? Who is in control? In this diabolically gripping thriller, no one—and nothing—is what it seems.",9780060000000,431 pages,3.98,18093,The Woman in the Window,Mystery|Thriller|Fiction|Suspense|Thriller|Mystery Thriller,https://images.gr-assets.com/books/1496341857l/34848682.jpg
A.J. Jacobs,"From the bestselling author of ""The Know-It-All"" comes a fascinating and timely exploration of religion and the Bible.Raised in a secular family but increasingly interested in the relevance of faith in our modern world, A.J. Jacobs decides to dive in headfirst and attempt to obey the Bible as literally as possible for one full year. He vows to follow the Ten Commandments. To be fruitful and multiply. To love his neighbor. But also to obey the hundreds of less publicized rules: to avoid wearing clothes made of mixed fibers; to play a ten-string harp; to stone adulterers.The resulting spiritual journey is at once funny and profound, reverent and irreverent, personal and universal and will make you see history's most influential book with new eyes.Jacobs's quest transforms his life even more radically than the year spent reading the entire ""Encyclopedia Britannica"" for ""The Know-It-All."" His beard grows so unruly that he is regularly mistaken for a member of ZZ Top. He immerses himself in prayer, tends sheep in the Israeli desert, battles idolatry, and tells the absolute truth in all situations - much to his wife's chagrin.Throughout the book, Jacobs also embeds himself in a cross-section of communities that take the Bible literally. He tours a Kentucky-based creationist museum and sings hymns with Pennsylvania Amish. He dances with Hasidic Jews in Brooklyn and does Scripture study with Jehovah's Witnesses. He discovers ancient biblical wisdom of startling relevance. And he wrestles with seemingly archaic rules that baffle the twenty-first-century brain.Jacobs's extraordinary undertaking yields unexpected epiphanies and challenges. A book that will charm readers both secular and religious, ""The Year of Living Biblically"" is part Cliff Notes to the Bible, part memoir, and part look into worlds unimaginable. Thou shalt not be able to put it down.",9780740000000,388 pages,3.76,5129,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Nonfiction|Religion|Humor|Autobiography|Memoir,https://images.gr-assets.com/books/1327977486l/495395.jpg
A.L. Jackson,"Aleena Moore is content with her life. She has goals and dreams and an easy smile. She also has a secret she holds locked inside.Jared Holt believes he doesn’t deserve to love or be loved. He destroys everything he touches. Haunted by the mistake that shattered his life, he’s fled from the memory of that pain.Jared doesn’t know why he’s compelled to return, but finds himself drawn back to the place where it all began. The exact place where it ended. When he runs into his childhood best friend, Aleena’s older brother Christopher, he agrees to share Christopher and Aleena’s apartment while he looks for a place of his own.Aleena is no longer the little girl Jared remembers from his past and evokes feelings in him he never wanted to feel again. Terrified of destroying her, he fights to keep her away. But her touch is something he can’t resist—the touch that sealed his fate.Their pasts are intertwined and their futures uncertain. The only truths they know are the secrets they whisper in the night.",9780450000000,384 pages,4.04,1190,Come to Me Quietly,New Adult|Romance|Contemporary|Romance|Contemporary Romance,https://images.gr-assets.com/books/1377335824l/17306969.jpg
A.M. Homes,"Harry is a Richard Nixon scholar who leads a quiet, regular life; his brother George is a high-flying TV producer, with a murderous temper. They have been uneasy rivals since childhood. Then one day George's loses control so extravagantly that he precipitates Harry into an entirely new life. In May We Be Forgiven, Homes gives us a darkly comic look at 21st-century domestic life — at individual lives spiraling out of control, bound together by family and history. The cast of characters experience adultery, accidents, divorce, and death. But it is also a savage and dizzyingly inventive satire on contemporary America, whose dark heart Homes penetrates like no other writer — the strange jargons of its language, its passive aggressive institutions, its inhabitants' desperate craving for intimacy and their pushing it away with litigation, technology, paranoia. At the novel's heart are the spaces in between, where the modern family comes together to re-form itself. May We Be Forgiven explores contemporary orphans losing and finding themselves anew; and it speaks above all to the power of personal transformation — simultaneously terrifying and inspiring.",9781850000000,480 pages,3.66,1845,May We Be Forgiven,Fiction|Contemporary|Novels,https://images.gr-assets.com/books/1353868974l/16170424.jpg
A.M. Homes,"From the author of Music for Torching-an uplifting and apocalyptic tale set in Los Angeles about one man's efforts to bring himself back to life  Since her debut in 1989, A. M. Homes has been among the boldest and most original voices of her generation, acclaimed for the psychological accuracy and unnerving emotional intensity of her storytelling. Her keen ability to explore how extraordinary the ordinary can be is at the heart of her touching and funny new novel, her first in six years.  Richard Novak is a modern-day Everyman, a middle-aged divorcé trading stocks out of his home. He has done such a good job getting his life under control that he needs no one- except his trainer, nutritionist, and housekeeper. He is functionally dead and doesn't even notice until two incidents-an attack of intense pain that lands him in the emergency room, and the discovery of an expanding sinkhole outside his house-conspire to hurl him back into the world. On his way home from the hospital, Richard forms the first of many new relationships: He meets Anhil, the doughnut shop owner, an immigrant who dreams big. He finds a weeping housewife in the produce section of the supermarket, helps save a horse that has fallen into the sinkhole, daringly rescues a woman from the trunk of her kidnapper's car, and, after the sinkhole claims his house and he has to relocate to a Malibu rental, he befriends a reluctant counterculture icon. In the end, Richard is also brought back in closer touch with his family-his aging parents, his brilliant brother, the beloved ex-wife whom he still desires, and finally, before the story's breathtaking finale, with his estranged son Ben.  The promised land of Los Angeles-a surreal city of earthquakes, wildfires, mudslides, and feral Chihuahuas-is also very much a character in This Book Will Save Your Life. A vivid, revealing novel about compassion, transformation, and what can happen if you are willing to lose yourself and open up to the world around you, it should significantly broaden Homes's already substantial audience.",9780670000000,372 pages,3.65,1003,This Book Will Save Your Life,Fiction|Contemporary|Novels,https://images.gr-assets.com/books/1405302005l/29415.jpg
A.P.J. Abdul Kalam|Arun Tiwari,"Avul Pakir Jainulabdeen Abdul Kalam, the son of a little-educated boat-owner in Rameswaram, Tamil Nadu, had an unparalleled career as a defence scientist, culminating in the highest civilian award of India, the Bharat Ratna. As chief of the country's defence research and development programme, Kalam demonstrated the great potential for dynamism and innovation that existed in seemingly moribund research establishments. This is the story of Kalam's rise from obscurity and his personal and professional struggles, as well as the story of Agni, Prithvi, Akash, Trishul and Nag-missiles that have become household names in India and that have raised the nation to the level of a missile power of international reckoning. This is also the saga of independent India's struggle for technological self-sufficiency and defensive autonomy-a story as much about politics, domestic and international, as it is about science.",9788170000000,196 pages,4.22,1033,Wings of Fire: An Autobiography,Biography|Nonfiction|Biography|Autobiography|Cultural|India,https://images.gr-assets.com/books/1295670969l/634583.jpg
A.R. Torre,"I haven't touched a human in three years. That seems like it would be a difficult task, but it's not. Not anymore, thanks to the internet.I am, quite possibly, the most popular recluse ever. Not many shut-ins have a 200-member fan club, a bank account in the seven-figure range, and hundreds of men lining up to pay for undivided attention.They get satisfaction, I get a distraction. Their secret desires are nothing compared to why I hide... my lust for blood, my love of death.Taking their money is easy. Keeping all these secrets... one is bound to escape.What if you hid yourself away because all you could think of was killing? And what if one girl's life depending on you venturing into society?Enter a world of lies, thrills, fears, and all desires, in this original thriller from A. R. Torre.",,352 pages,3.82,2758,The Girl in 6E,Thriller|Dark|Adult|Mystery|Adult Fiction|Erotica|Romance|Contemporary,https://images.gr-assets.com/books/1390794294l/20640318.jpg
A.S. Byatt,"Shortlisted for the Man Booker PrizeA spellbinding novel, at once sweeping and intimate, from the Booker Prize–winning author of Possession, that spans the Victorian era through the World War I years, and centers around a famous children’s book author and the passions, betrayals, and secrets that tear apart the people she loves.When Olive Wellwood’s oldest son discovers a runaway named Philip sketching in the basement of the new Victoria and Albert Museum—a talented working-class boy who could be a character out of one of Olive’s magical tales—she takes him into the storybook world of her family and friends.But the joyful bacchanals Olive hosts at her rambling country house—and the separate, private books she writes for each of her seven children—conceal more treachery and darkness than Philip has ever imagined. As these lives—of adults and children alike—unfold, lies are revealed, hearts are broken, and the damaging truth about the Wellwoods slowly emerges. But their personal struggles, their hidden desires, will soon be eclipsed by far greater forces, as the tides turn across Europe and a golden era comes to an end.Taking us from the cliff-lined shores of England to Paris, Munich, and the trenches of the Somme, The Children’s Book is a deeply affecting story of a singular family, played out against the great, rippling tides of the day. It is a masterly literary achievement by one of our most essential writers.",9780310000000,675 pages,3.67,2129,The Children's Book,Fiction|Historical|Historical Fiction|Historical|Literary Fiction,https://images.gr-assets.com/books/1320548114l/6280379.jpg
A.S. King,"Vera’s spent her whole life secretly in love with her best friend, Charlie Kahn. And over the years she’s kept a lot of his secrets. Even after he betrayed her. Even after he ruined everything. So when Charlie dies in dark circumstances, Vera knows a lot more than anyone—the kids at school, his family, even the police. But will she emerge to clear his name? Does she even want to? Edgy and gripping, Please Ignore Vera Dietz is an unforgettable novel: smart, funny, dramatic, and always surprising.",9780380000000,326 pages,3.9,3241,Please Ignore Vera Dietz,Young Adult|Contemporary|Fiction|Realistic Fiction|Mystery|Young Adult|Teen,https://images.gr-assets.com/books/1394240671l/6665671.jpg
A.S. King,"Lucky Linderman didn't ask for his life. He didn't ask his grandfather not to come home from the Vietnam War. He didn't ask for a father who never got over it. He didn't ask for a mother who keeps pretending their dysfunctional family is fine. And he didn't ask to be the target of Nader McMillan's relentless bullying, which has finally gone too far.But Lucky has a secret--one that helps him wade through the daily mundane torture of his life. In his dreams, Lucky escapes to the war-ridden jungles of Laos--the prison his grandfather couldn't escape--where Lucky can be a real man, an adventurer, and a hero. It's dangerous and wild, and it's a place where his life just might be worth living. But how long can Lucky keep hiding in his dreams before reality forces its way inside?",9780320000000,279 pages,4,1969,Everybody Sees the Ants,Young Adult|Contemporary|Magical Realism|Fiction|Realistic Fiction|Young Adult|Teen|Fantasy|War|Family|Young Adult|Coming Of Age,https://images.gr-assets.com/books/1337213907l/9711714.jpg
A.S. King,"Gerald Faust knows exactly when he started feeling angry: the day his mother invited a reality television crew into his five-year-old life. Twelve years later, he’s still haunted by his rage-filled youth—which the entire world got to watch from every imaginable angle—and his anger issues have resulted in violent outbursts, zero friends, and clueless adults dumping him in the special education room at school.Nothing is ever going to change. No one cares that he’s tried to learn to control himself, and the girl he likes has no idea who he really is. Everyone’s just waiting for him to snap…and he’s starting to feel dangerously close to doing just that.In this fearless portrayal of a boy on the edge, highly acclaimed Printz Honor author A.S. King explores the desperate reality of a former child “star” who finally breaks free of his anger by creating possibilities he never knew he deserved.",9780320000000,353 pages,3.84,1493,Reality Boy,Young Adult|Contemporary|Realistic Fiction|Fiction|Romance,https://images.gr-assets.com/books/1362502869l/17332968.jpg
A.S. King,"Astrid Jones desperately wants to confide in someone, but her mother's pushiness and her father's lack of interest tell her they're the last people she can trust. Instead, Astrid spends hours lying on the backyard picnic table watching airplanes fly overhead. She doesn't know the passengers inside, but they're the only people who won't judge her when she asks them her most personal questions--like what it means that she's falling in love with a girl.As her secret relationship becomes more intense and her friends demand answers, Astrid has nowhere left to turn. She can't share the truth with anyone except the people at thirty thousand feet, and they don't even know she's there. But little does Astrid know just how much even the tiniest connection will affect these strangers' lives--and her own--for the better.In this truly original portrayal of a girl struggling to break free of society's definitions, Printz Honor author A.S. King asks readers to question everything--and offers hope to those who will never stop seeking real love.",9780320000000,304 pages,3.86,2483,Ask the Passengers,Young Adult|Lgbt|Contemporary|Fiction|Romance|Realistic Fiction,https://images.gr-assets.com/books/1371850438l/13069935.jpg
A.S.A. Harrison,"A chilling psychological thriller about a marriage, a way of life, and how far one woman will go to keep what is rightfully hers:Jodi and Todd are at a bad place in their marriage. Much is at stake, including the affluent life they lead in their beautiful waterfront condo in Chicago, as she, the killer, and he, the victim, rush haplessly toward the main event. He is a committed cheater. She lives and breathes denial. He exists in dual worlds. She likes to settle scores. He decides to play for keeps. She has nothing left to lose. Told in alternating voices, The Silent Wife is about a marriage in the throes of dissolution, a couple headed for catastrophe, concessions that can’t be made, and promises that won’t be kept. Expertly plotted and reminiscent of Gone Girl and These Things Hidden, The Silent Wife ensnares the reader from page one and does not let go.",9780140000000,326 pages,3.3,8710,The Silent Wife,Fiction|Thriller|Mystery|Thriller|Mystery Thriller|Suspense,https://images.gr-assets.com/books/1356094989l/16171291.jpg
A.W. Tozer,"“As the hart panteth after the water brooks, so panteth my soul after thee, O God.” This thirst for an intimate relationship with God, claims A.W. Tozer, is not for a select few, but should be the experience of every follower of Christ. Here is a masterly study of the inner life by a heart thirsting after God. Here is a book for every child of God, pastor, missionary, and Christian. It deals with the deep things of God and the riches of His grace. In The Pursuit of God, Tozer sheds light on the path to a closer walk with God.",9781540000000,80 pages,4.34,1383,The Pursuit of God,Christian|Religion|Theology|Nonfiction|Religion|Christianity|Christian|Christian Living|Religion,https://images.gr-assets.com/books/1468611902l/31129145.jpg
Aaron Hartzler,"Kate Weston can piece together most of the bash at John Doone’s house: shots with Stacey Stallard, Ben Cody taking her keys and getting her home early—the feeling that maybe he’s becoming more than just the guy she’s known since they were kids.But when a picture of Stacey passed out over Deacon Mills’s shoulder appears online the next morning, Kate suspects she doesn’t have all the details. When Stacey levels charges against four of Kate’s classmates, the whole town erupts into controversy. Facts that can’t be ignored begin to surface, and every answer Kate finds leads back to the same question: Where was Ben when a terrible crime was committed?This story—inspired by real events—from debut novelist Aaron Hartzler takes an unflinching look at silence as a form of complicity. It’s a book about the high stakes of speaking up, and the razor thin line between guilt and innocence that so often gets blurred, one hundred and forty characters at a time.",,336 pages,4.11,1472,What We Saw,Young Adult|Contemporary|Mystery|Realistic Fiction|Fiction,https://images.gr-assets.com/books/1424276752l/20922826.jpg
Abbi Glines,"You would think after helping save her boyfriend from an eternity in Hell that things would go back to normal. Well, as normal as life can be when you can see souls and your boyfriend is Death. But for Pagan Moore, things are just getting weirder. The high school quarterback and reigning heartthrob, Leif Montgomery, is missing. While the town is in a frenzy of worry, Pagan is a nervous wreck for other reasons. Apparently good ‘ol Leif isn’t your average teenage boy. He isn’t even human. According to Death, Leif doesn’t have a soul. The quarterback may have skipped town but he’s still showing up in Pagan’s dreams... uninvited. Dank has known from the beginning Leif wasn’t human. But he hadn’t worried about a simple soulless creature. Now, he realizes he made a grave mistake. Pagan’s soul has been marked since birth as a restitution, to a spirit so dark not even Death walks near it. Dank knows saving Pagan’s soul won’t be easy but Pagan is his. And he’s already proven he’ll defy Heaven to keep her. If Hell wants a piece of him too, then bring it on.",,213 pages,4.09,1513,Predestined,Fantasy|Paranormal|Young Adult|Romance|Fantasy|Romance|Paranormal Romance,https://images.gr-assets.com/books/1327068385l/13323842.jpg
Abbi Glines,"Woods had his perfect life mapped out for him. Rise up the ranks of the family business. Marry the rich girl of his parents’ dreams. Pretend that wealth and privilege was all he’d ever wanted. Then a girl named Della breezed into town, a beautifully imperfect stranger who captured his heart and opened his eyes to a new kind of future. Woods is ready and willing to sacrifice everything for her when the sudden death of his father leaves him with his mother to care for and a business to manage.Della is determined to be strong for Woods, even as she’s quietly falling to pieces. No matter how far from home she’s run, the ghosts of her past have never stopped haunting her. Struggling to hide her true feelings from Woods, Della fears she can’t be his rock without dragging him down into the darkness with her. But is she strong enough to let go of the last thing holding her together?",,256 pages,4.25,2747,Simple Perfection,New Adult|Romance|Contemporary|Romance|Contemporary Romance,https://images.gr-assets.com/books/1415743194l/17449417.jpg
Abbi Glines,"What happens when you're stalked by Death? You fall in love with him, of course.Pagan Moore doesn't cheat Death, but instead, falls in love with him.Seventeen year old Pagan Moore has seen souls her entire life. Once she realized the strangers she often saw walking through walls were not visible to anyone else, she started ignoring them. If she didn't let them know she could see them, then they left her alone. Until she stepped out of her car the first day of school and saw an incredibly sexy guy lounging on a picnic table, watching her with an amused smirk on his face. Problem is, she knows he's dead.Not only does he not go away when she ignores him, but he does something none of the others have ever done. He speaks. Pagan is fascinated by the soul. What she doesn't realize is that her appointed time to die is drawing near and the wickedly beautiful soul she is falling in love with is not a soul at all.He is Death and he's about to break all the rules.",,161 pages,3.94,3424,Existence,Fantasy|Paranormal|Young Adult|Romance|Fantasy|Romance|Paranormal Romance,https://images.gr-assets.com/books/1327184429l/13223520.jpg
Abbi Glines,"To everyone who knows him, West Ashby has always been that guy: the cocky, popular, way-too-handsome-for-his-own-good football god who led Lawton High to the state championships. But while West may be Big Man on Campus on the outside, on the inside he’s battling the grief that comes with watching his father slowly die of cancer.Two years ago, Maggie Carleton’s life fell apart when her father murdered her mother. And after she told the police what happened, she stopped speaking and hasn’t spoken since. Even the move to Lawton, Alabama, couldn’t draw Maggie back out. So she stayed quiet, keeping her sorrow and her fractured heart hidden away.As West’s pain becomes too much to handle, he knows he needs to talk to someone about his father—so in the dark shadows of a post-game party, he opens up to the one girl who he knows won’t tell anyone else.West expected that talking about his dad would bring some relief, or at least a flood of emotions he couldn’t control. But he never expected the quiet new girl to reply, to reveal a pain even deeper than his own—or for them to form a connection so strong that he couldn’t ever let her go…",9781480000000,336 pages,4,3094,Until Friday Night,Romance|Young Adult|Contemporary|New Adult|Sports and Games|Sports,https://images.gr-assets.com/books/1429191171l/22522202.jpg
Abbi Glines,"The day Preston Drake figured out that wealthy women paid well for a set of tight abs and a pretty face his life turned around.The run down rat-infested trailer he had shared with his alcoholic mother and three younger siblings was now only a place he visited to pay the bills and stock the pantry with food. He no longer worried about his family starving or living without electricity. The money he made entertaining rich older women more than covered his family’s needs and his own. He had it all figured out. Except…There was this girl.She was as innocent as he was tainted.Amanda Hardy wished her knees didn’t get weak when Preston walked into a room. She hated the fact her heart raced when he flashed his smile in her direction. He had a different girl in his bed every night. He was the kind of boy a smart girl ran from. So, why was she coming up with ways to get close to him? Even when it was obvious he wanted to keep her at a distance.Maybe her heart knew something the world didn’t. Maybe Preston Drake was more than just a pretty face.",,304 pages,4.25,1991,Just for Now,New Adult|Romance|Contemporary|Young Adult|Romance|Contemporary Romance,https://images.gr-assets.com/books/1348461168l/15778138.jpg
Abbi Glines,"Six years ago, Dewayne Falco's life changed. He lost someone he never expected to lose. Resigned to punish himself for something he felt he could have prevented, he goes through life without getting too close to anyone.What he didn't expect was for the girl across the street to move back home and remind him of what they both lost: Dewayne's younger brother Dustin. However, when a miniature version of Dustin opens the door to greet him, Dewayne realizes he might not have lost everything after all.Sienna Roy loved Dustin Falco most of her life. He was the boy next door, the high school basketball star and her best friend. But when his life was cut short, she realized he left a part of himself behind.Now, she's back in Sea Breeze, thankful to have a home for her and Dustin's son, but not sure if she can ever forgive the people across the street who abandoned her when she needed them the most — The Falcos.Betrayal, lies, and forbidden attraction might end Dewayne and Sienna's story before it's even begun.",9781480000000,288 pages,4.32,1206,Hold on Tight,New Adult|Romance|Contemporary,https://images.gr-assets.com/books/1396457231l/18870150.jpg
Abbi Glines,"Rush promised her forever... but promises can be broken.Torn between his love for his family and his love for Blaire, Rush has to find a way to save one without losing the other. In the end one has to be more important. Letting go isn’t easy.Blaire believed in her fairytale... but no one can live in a fantasy.Her love for Rush and desire to have a family keep her believing that they can find a way for this to work. Until she has to make the right decision for her and the baby. Even if it breaks her heart.Can they find the forever that they both want or has it all just gone... too far?",,292 pages,4.24,4606,Forever Too Far,New Adult|Romance|Contemporary|Romance|Contemporary Romance|Young Adult,https://images.gr-assets.com/books/1368151288l/17337562.jpg
